sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,is_violent_recid,type_of_assessment,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,start,end,event,two_year_recid
Male,45,Greater than 45,Caucasian,0,3,0,0,2,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,358,1155,0,0
Male,23,Less than 25,African-American,0,3,0,0,0,-1.0,F,1,1,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,320,1,1
Male,34,25 - 45,African-American,0,2,0,0,2,0.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,26,758,1,0
Female,23,Less than 25,African-American,0,4,0,0,1,-1.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,954,0,0
Male,36,25 - 45,Other,0,3,0,0,2,-1.0,M,1,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,2,598,1,1
Male,50,Greater than 45,Caucasian,0,1,0,0,1,-4.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,879,0,0
Female,37,25 - 45,Caucasian,0,3,0,0,0,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,875,0,0
Male,44,25 - 45,Caucasian,0,4,0,0,4,0.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,1,1181,0,0
Female,35,25 - 45,African-American,0,9,1,0,23,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,9,High,1,318,1,1
Male,24,Less than 25,Other,0,5,0,0,5,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,54,1,1
Male,26,25 - 45,African-American,0,10,0,0,2,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,8,High,0,379,1,1
Male,27,25 - 45,African-American,0,2,0,0,0,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,2,1102,0,0
Female,28,25 - 45,African-American,0,8,0,0,0,0.0,F,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,29,885,0,0
Male,43,25 - 45,Caucasian,0,5,0,0,11,49.0,F,1,1,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,0,48,1,1
Female,28,25 - 45,Caucasian,0,9,0,0,7,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,0,216,1,1
Male,38,25 - 45,African-American,0,1,0,0,2,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,61,0,0
Male,27,25 - 45,Caucasian,0,4,0,0,2,-36.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,765,0,0
Female,28,25 - 45,African-American,0,9,0,0,1,-1.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,38,889,0,0
Male,56,Greater than 45,Caucasian,0,1,0,0,7,-1.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,245,1,1
Male,38,25 - 45,African-American,0,9,0,0,15,-1.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,3,Low,1,1137,0,0
Male,28,25 - 45,African-American,0,5,0,0,2,-1.0,M,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,883,0,0
Male,45,Greater than 45,African-American,0,6,0,0,3,104.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,0,104,0,0
Male,61,Greater than 45,Caucasian,0,1,0,0,1,-34.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1108,0,0
Female,51,Greater than 45,Caucasian,0,1,0,0,0,-1.0,M,1,1,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,169,1,1
Male,51,Greater than 45,Caucasian,0,2,0,0,0,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,883,0,0
Male,36,25 - 45,Other,0,1,0,0,1,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,229,0,1
Male,48,Greater than 45,African-American,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1174,0,0
Male,37,25 - 45,Caucasian,0,3,0,0,4,0.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,2,516,1,1
Female,30,25 - 45,African-American,0,7,0,0,2,-1.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,2,1054,0,0
Female,41,25 - 45,African-American,0,6,0,0,5,0.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,0,878,0,0
Male,27,25 - 45,African-American,0,10,0,0,11,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,222,433,1,1
Male,37,25 - 45,African-American,0,1,0,0,0,-1.0,M,1,1,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,870,1,0
Male,33,25 - 45,Other,0,4,0,0,4,0.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,2,314,1,1
Male,54,Greater than 45,African-American,0,9,0,0,11,-1.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,9,High,129,1060,0,0
Male,23,Less than 25,African-American,0,9,0,0,2,-1.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,5,Medium,71,1058,0,0
Female,26,25 - 45,African-American,0,4,0,0,2,-227.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,0,283,1,1
Male,41,25 - 45,African-American,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,797,0,0
Male,52,Greater than 45,Caucasian,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1051,0,0
Male,43,25 - 45,Caucasian,0,4,0,0,13,0.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,51,161,1,1
Male,52,Greater than 45,African-American,0,4,0,0,0,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,13,787,0,0
Male,28,25 - 45,Caucasian,0,1,0,0,1,-3.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,1050,0,0
Male,30,25 - 45,African-American,0,9,0,2,11,-1.0,M,1,1,Risk of Recidivism,9,High,Risk of Violence,4,Low,0,119,1,1
Male,28,25 - 45,Caucasian,0,5,0,0,1,0.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,6,917,0,0
Male,22,Less than 25,African-American,0,4,0,0,0,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,0,1134,0,0
Male,30,25 - 45,African-American,0,2,0,0,4,0.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,1123,0,0
Male,25,25 - 45,Hispanic,0,4,0,0,4,0.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,1,880,0,0
Male,31,25 - 45,Caucasian,0,8,0,0,0,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,30,401,1,1
Male,37,25 - 45,Caucasian,0,2,0,0,0,-1.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,34,172,0,1
Male,32,25 - 45,African-American,0,9,1,0,14,-1.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,8,High,0,836,0,0
Male,26,25 - 45,African-American,0,8,1,0,4,649.0,M,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,0,649,0,0
Male,53,Greater than 45,Caucasian,0,1,0,0,1,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1171,0,0
Male,28,25 - 45,African-American,0,8,0,0,25,29.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,9,High,0,29,0,1
Male,44,25 - 45,Caucasian,0,5,0,0,8,-1.0,M,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,4,136,1,1
Male,25,25 - 45,African-American,0,3,0,0,0,0.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,938,0,0
Male,22,Less than 25,Caucasian,0,8,0,1,1,0.0,M,1,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,6,531,1,1
Female,37,25 - 45,Other,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,844,0,0
Female,40,25 - 45,Other,0,2,0,0,3,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,891,0,0
Male,36,25 - 45,Caucasian,0,7,0,0,8,150.0,F,1,1,Risk of Recidivism,7,Medium,Risk of Violence,9,High,0,150,1,1
Male,30,25 - 45,Caucasian,0,2,0,0,4,-140.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,779,0,0
Male,22,Less than 25,African-American,0,9,0,0,3,161.0,M,1,1,Risk of Recidivism,9,High,Risk of Violence,9,High,0,33,1,1
Female,24,Less than 25,Caucasian,0,7,0,0,1,-32.0,M,1,1,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,0,394,1,1
Male,27,25 - 45,African-American,0,2,0,0,3,-44.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,366,1,1
Female,31,25 - 45,Hispanic,0,2,0,0,0,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,1119,0,0
Male,23,Less than 25,Hispanic,0,6,0,1,1,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,0,82,1,1
Female,23,Less than 25,Caucasian,0,5,0,4,5,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,0,607,1,1
Male,24,Less than 25,Hispanic,0,8,0,0,0,-3.0,M,0,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,0,1152,0,0
Male,29,25 - 45,African-American,0,3,0,0,1,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,731,0,0
Male,20,Less than 25,African-American,0,8,0,0,1,-1.0,F,1,1,Risk of Recidivism,8,High,Risk of Violence,7,Medium,0,104,1,1
Male,30,25 - 45,African-American,0,6,0,0,2,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,1,55,1,1
Male,39,25 - 45,Other,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,204,0,0
Male,27,25 - 45,African-American,0,4,0,0,4,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,700,0,0
Male,31,25 - 45,Caucasian,0,4,0,0,2,812.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,812,1,0
Female,37,25 - 45,African-American,0,1,0,0,2,0.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,294,0,0
Male,20,Less than 25,African-American,0,8,0,0,0,-1.0,F,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,2,772,0,0
Male,22,Less than 25,Hispanic,0,7,0,1,0,0.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,2,66,0,0
Female,52,Greater than 45,African-American,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,973,0,0
Female,23,Less than 25,African-American,0,4,0,0,0,-1.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,3,468,1,1
Female,48,Greater than 45,African-American,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,1,870,0,0
Male,25,25 - 45,Caucasian,0,5,0,0,0,0.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,355,0,0
Male,27,25 - 45,Caucasian,0,6,0,0,0,-1.0,F,1,1,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,1,220,1,1
Male,30,25 - 45,African-American,0,7,0,0,11,0.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,1,197,1,1
Male,22,Less than 25,African-American,0,10,1,1,3,-1.0,M,1,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,0,4,1,1
Female,22,Less than 25,Caucasian,0,3,0,0,1,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,822,0,0
Male,32,25 - 45,Caucasian,0,4,0,0,2,-232.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,938,0,0
Female,41,25 - 45,African-American,0,3,0,0,2,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,970,0,0
Female,25,25 - 45,Other,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,793,0,0
Male,44,25 - 45,African-American,0,7,0,0,24,53.0,M,0,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,0,53,0,0
Male,52,Greater than 45,African-American,0,6,0,0,3,0.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,25,43,1,1
Male,43,25 - 45,African-American,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,40,1092,0,0
Male,37,25 - 45,Caucasian,0,1,0,0,3,-4.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,758,0,0
Male,28,25 - 45,African-American,0,4,0,0,3,299.0,M,1,1,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,299,1,1
Male,70,Greater than 45,Caucasian,0,1,0,0,1,-13.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1079,0,0
Male,54,Greater than 45,Caucasian,0,2,0,0,6,-266.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,414,1,1
Male,46,Greater than 45,Caucasian,0,4,0,0,3,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,13,1066,0,0
Male,21,Less than 25,African-American,0,9,0,0,0,-1.0,M,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,0,278,1,1
Male,26,25 - 45,African-American,0,8,0,0,1,-1.0,M,1,1,Risk of Recidivism,8,High,Risk of Violence,6,Medium,1,415,1,1
Male,38,25 - 45,Hispanic,0,1,0,0,3,23.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,23,1,1
Male,34,25 - 45,Caucasian,0,4,0,0,5,-1.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,802,0,0
Male,19,Less than 25,African-American,0,5,0,0,1,-48.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,0,472,1,1
Male,34,25 - 45,African-American,0,4,0,0,5,-1.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,849,0,0
Male,23,Less than 25,Caucasian,0,5,0,0,0,0.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,1,373,1,1
Male,34,25 - 45,African-American,0,4,0,0,5,-1.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,2,171,1,1
Male,30,25 - 45,African-American,0,1,0,0,2,-83.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,889,0,0
Male,39,25 - 45,African-American,0,3,0,0,6,-1.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,2,48,1,1
Male,24,Less than 25,Other,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,0,1088,0,0
Male,33,25 - 45,Caucasian,0,3,0,0,1,-93.0,M,1,1,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,412,1,1
Male,58,Greater than 45,Caucasian,0,3,0,0,2,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,1,1133,0,0
Female,21,Less than 25,African-American,0,6,0,0,0,0.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,1,1186,0,0
Male,21,Less than 25,African-American,0,5,0,0,1,-36.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,0,955,1,0
Male,23,Less than 25,African-American,0,8,0,1,4,-11.0,M,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,0,246,1,1
Male,62,Greater than 45,Caucasian,0,1,0,0,0,0.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,444,0,0
Male,27,25 - 45,African-American,1,8,0,1,4,300.0,M,1,0,Risk of Recidivism,8,High,Risk of Violence,10,High,0,300,1,1
Male,37,25 - 45,Caucasian,0,3,0,0,5,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,10,851,0,0
Male,43,25 - 45,Other,0,2,0,0,2,-1.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,7,614,1,1
Female,32,25 - 45,African-American,0,1,0,0,5,0.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,852,0,0
Male,23,Less than 25,Hispanic,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,45,463,0,0
Male,27,25 - 45,African-American,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,1,1089,0,0
Male,44,25 - 45,Caucasian,0,1,0,0,0,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,570,1,1
Male,28,25 - 45,Caucasian,0,3,0,0,3,-1.0,M,1,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,412,1,1
Female,42,25 - 45,Caucasian,0,2,0,0,0,-3.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,57,0,0
Male,24,Less than 25,Other,0,10,1,0,9,-1.0,F,1,1,Risk of Recidivism,10,High,Risk of Violence,10,High,4,80,1,1
Male,27,25 - 45,African-American,0,2,0,0,0,0.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,17,808,0,0
Male,20,Less than 25,African-American,0,10,0,0,0,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,0,30,1,1
Female,51,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,741,0,0
Male,56,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,842,0,0
Male,29,25 - 45,African-American,0,9,0,0,7,-1.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,0,1072,0,0
Male,20,Less than 25,African-American,0,9,0,0,0,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,209,258,1,1
Male,53,Greater than 45,Caucasian,0,1,0,0,6,-176.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,911,0,0
Male,27,25 - 45,Caucasian,0,5,0,0,8,-1.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,67,370,0,0
Male,24,Less than 25,African-American,0,9,1,0,2,-1.0,F,1,1,Risk of Recidivism,9,High,Risk of Violence,9,High,18,69,1,1
Male,53,Greater than 45,Caucasian,0,6,0,0,36,-7.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,9,High,26,148,0,1
Male,28,25 - 45,Caucasian,0,3,0,0,2,0.0,M,1,1,Risk of Recidivism,3,Low,Risk of Violence,4,Low,1,107,1,1
Male,21,Less than 25,Hispanic,0,5,1,0,3,-22.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,6,Medium,0,501,0,0
Female,36,25 - 45,African-American,0,7,0,0,0,-1.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,11,1061,0,0
Female,25,25 - 45,Caucasian,0,4,0,0,2,-2.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,54,0,1
Female,23,Less than 25,Hispanic,0,3,0,0,1,0.0,M,1,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,824,1,0
Male,28,25 - 45,Caucasian,0,5,0,0,1,-4.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,0,135,0,0
Female,21,Less than 25,African-American,0,8,0,0,0,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,0,271,0,1
Male,36,25 - 45,Caucasian,0,3,0,0,0,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,830,0,0
Male,24,Less than 25,African-American,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,750,0,0
Male,28,25 - 45,African-American,0,6,0,0,3,206.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,0,206,1,1
Male,30,25 - 45,Other,0,2,0,0,1,-1.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,138,1,1
Male,29,25 - 45,African-American,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,761,0,0
Female,30,25 - 45,Caucasian,0,6,0,0,0,0.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,4,1106,0,0
Male,51,Greater than 45,Hispanic,0,1,0,0,1,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,826,0,0
Male,33,25 - 45,Other,0,1,0,0,3,-94.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,848,0,0
Female,25,25 - 45,African-American,0,6,0,0,2,-86.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,0,538,0,0
Male,32,25 - 45,African-American,0,9,1,0,12,-1.0,F,1,1,Risk of Recidivism,9,High,Risk of Violence,7,Medium,1,361,1,1
Male,23,Less than 25,African-American,0,6,0,1,1,0.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,1,791,0,0
Male,47,Greater than 45,African-American,0,3,0,0,3,0.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,96,0,0
Female,32,25 - 45,Hispanic,0,3,0,0,1,-80.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,302,1,1
Male,37,25 - 45,Caucasian,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,18,412,0,0
Male,19,Less than 25,African-American,0,10,2,0,2,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,0,83,0,1
Male,27,25 - 45,Hispanic,0,8,0,0,0,-1.0,M,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,1,790,0,0
Male,39,25 - 45,Other,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,856,0,0
Female,21,Less than 25,Caucasian,0,6,0,2,0,0.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,8,High,0,1135,0,0
Male,69,Greater than 45,Caucasian,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1156,0,0
Male,21,Less than 25,Caucasian,0,6,0,0,2,-1.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,577,0,0
Male,26,25 - 45,African-American,0,10,0,1,6,0.0,M,1,0,Risk of Recidivism,10,High,Risk of Violence,10,High,4,221,1,1
Male,22,Less than 25,Caucasian,0,4,0,0,0,-2.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,0,844,0,0
Female,23,Less than 25,African-American,0,5,0,0,0,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,0,384,1,1
Male,49,Greater than 45,African-American,0,5,0,0,3,0.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,4,689,0,0
Male,29,25 - 45,African-American,0,4,0,1,2,-1.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,50,786,1,0
Female,60,Greater than 45,Caucasian,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,900,0,0
Male,23,Less than 25,African-American,2,10,0,0,3,0.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,10,High,0,235,1,1
Male,34,25 - 45,Hispanic,0,5,0,0,2,47.0,M,1,1,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,0,47,1,1
Female,20,Less than 25,Other,1,4,0,0,1,-21.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,7,Medium,0,596,0,0
Male,36,25 - 45,Hispanic,0,3,0,0,1,0.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,95,160,0,0
Male,30,25 - 45,Caucasian,0,4,0,0,0,0.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,2,1063,0,0
Male,21,Less than 25,African-American,0,3,1,0,1,-1.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,6,Medium,0,947,1,0
Male,22,Less than 25,Caucasian,0,6,0,0,2,-1.0,M,1,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,0,158,0,1
Male,21,Less than 25,African-American,0,9,0,0,4,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,219,273,1,1
Male,21,Less than 25,African-American,0,5,0,0,0,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,6,Medium,11,119,0,1
Male,34,25 - 45,Caucasian,0,1,0,0,1,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,787,0,0
Female,50,Greater than 45,Caucasian,0,1,0,0,1,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,85,1,1
Male,40,25 - 45,Caucasian,0,7,0,0,0,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,9,High,7,32,1,1
Male,25,25 - 45,African-American,0,8,0,0,7,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,126,239,1,1
Female,53,Greater than 45,Caucasian,0,1,0,0,1,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,831,0,0
Female,24,Less than 25,African-American,0,4,0,0,0,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,839,0,0
Male,42,25 - 45,African-American,0,1,0,0,1,-12.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1024,0,0
Male,28,25 - 45,African-American,0,3,0,0,1,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,1,1094,0,0
Male,24,Less than 25,Caucasian,0,4,0,0,1,-36.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,763,0,0
Male,26,25 - 45,African-American,1,8,1,0,6,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,0,202,1,1
Male,22,Less than 25,African-American,0,9,0,0,4,-1.0,F,1,1,Risk of Recidivism,9,High,Risk of Violence,9,High,574,714,1,1
Male,21,Less than 25,Caucasian,0,7,0,0,3,-8.0,M,0,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,0,963,0,0
Male,37,25 - 45,African-American,0,9,0,0,23,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,16,23,1,1
Male,35,25 - 45,African-American,0,5,0,0,2,-1.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,4,1051,0,0
Male,53,Greater than 45,African-American,0,1,0,0,2,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,968,0,0
Male,29,25 - 45,African-American,0,4,0,0,7,-1.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,773,0,0
