decile1b,decile3,decile1,cluster,lsat,ugpa,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,parttime,tier,gender
b'01',b'01',b'01',1.0,23.0,2.6,-1.42,68.0,-1.77,1.0,3.0,-61.0,0.0,4.0,b'female'
b'07',b'09',b'07',4.0,38.0,2.7,0.35,64.0,0.94,1.0,3.0,-57.0,0.0,5.0,b'male'
b'10',b'10',b'10',2.0,45.0,3.1,2.23,68.0,2.14,1.0,4.0,-61.0,0.0,2.0,b'female'
b'03',b'01',b'04',3.0,40.0,2.6,-0.44,67.0,-1.36,1.0,4.0,-60.0,0.0,3.0,b'female'
b'03',b'04',b'04',1.0,40.0,3.6,-0.45,69.0,-0.4,1.0,4.0,-62.0,0.0,4.0,b'male'
b'07',b'07',b'07',1.0,40.0,3.6,0.4,69.0,0.3,1.0,3.0,-62.0,0.0,4.0,b'male'
b'10',b'10',b'10',3.0,38.0,2.6,1.75,67.0,1.94,2.0,4.0,-60.0,1.0,3.0,b'male'
b'03',b'03',b'03',5.0,39.5,3.6,-0.69,67.0,-0.51,1.0,4.0,-60.0,0.0,6.0,b'female'
b'02',b'05',b'02',4.0,33.5,3.2,-0.83,68.0,-0.17,1.0,3.0,-61.0,0.0,5.0,b'female'
b'06',b'06',b'06',3.0,42.0,3.2,0.08,69.0,0.02,1.0,4.0,-62.0,0.0,3.0,b'male'
b'07',b'08',b'08',3.0,30.0,3.2,0.54,69.0,0.74,1.0,4.0,-62.0,0.0,3.0,b'male'
b'09',b'09',b'09',2.0,35.0,3.2,1.21,68.0,1.07,1.0,2.0,-61.0,0.0,2.0,b'male'
b'08',b'09',b'08',1.0,42.0,3.4,0.86,66.0,1.05,1.0,3.0,-59.0,0.0,4.0,b'male'
b'10',b'09',b'10',1.0,42.0,4.0,1.5,68.0,1.22,1.0,3.0,-61.0,0.0,4.0,b'male'
b'09',b'09',b'09',4.0,41.0,2.9,1.06,68.0,0.96,1.0,3.0,-61.0,0.0,5.0,b'female'
b'07',b'09',b'07',5.0,41.0,3.9,0.61,64.0,1.24,1.0,4.0,-57.0,0.0,6.0,b'male'
b'02',b'02',b'02',1.0,39.0,3.4,-0.89,69.0,-0.97,1.0,4.0,-67.0,0.0,4.0,b'male'
b'08',b'08',b'08',1.0,40.0,3.3,0.86,62.0,0.78,1.0,3.0,-55.0,0.0,4.0,b'female'
b'01',b'01',b'01',3.0,30.0,3.5,-1.32,69.0,-1.51,1.0,3.0,-62.0,0.0,3.0,b'female'
b'05',b'07',b'05',5.0,37.0,3.4,-0.06,69.0,0.27,1.0,4.0,-62.0,0.0,6.0,b'female'
b'10',b'10',b'10',4.0,36.0,3.9,1.77,69.0,1.91,1.0,2.0,-62.0,0.0,5.0,b'male'
b'05',b'05',b'05',1.0,36.0,3.5,-0.12,66.0,-0.06,1.0,3.0,-59.0,0.0,4.0,b'female'
b'03',b'03',b'04',3.0,33.0,2.9,-0.47,67.0,-0.65,1.0,3.0,-60.0,0.0,3.0,b'male'
b'07',b'07',b'08',3.0,38.0,3.5,0.55,68.0,0.46,1.0,3.0,-61.0,0.0,3.0,b'female'
b'01',b'01',b'01',5.0,31.0,3.1,-1.99,69.0,-2.03,1.0,1.0,-62.0,0.0,6.0,b'male'
b'08',b'09',b'08',4.0,46.0,3.6,0.69,66.0,1.01,1.0,1.0,-59.0,0.0,5.0,b'male'
b'06',b'05',b'06',1.0,37.0,2.9,0.2,66.0,-0.14,1.0,4.0,-59.0,0.0,4.0,b'male'
b'02',b'03',b'03',3.0,29.0,2.5,-0.75,61.0,-0.78,1.0,4.0,-59.0,0.0,3.0,b'female'
b'01',b'01',b'01',5.0,40.0,3.4,-1.53,69.0,-1.49,1.0,2.0,-67.0,0.0,6.0,b'male'
b'09',b'09',b'10',3.0,35.0,3.5,1.26,68.0,0.98,1.0,4.0,-61.0,0.0,3.0,b'male'
b'09',b'08',b'09',3.0,37.0,2.9,0.92,63.0,0.62,1.0,5.0,-56.0,0.0,3.0,b'female'
b'10',b'10',b'10',4.0,44.0,3.8,1.36,68.0,1.5,1.0,3.0,-61.0,0.0,5.0,b'female'
b'10',b'09',b'10',3.0,40.0,3.6,1.4,67.0,0.91,1.0,3.0,-60.0,0.0,3.0,b'female'
b'10',b'10',b'10',5.0,43.0,3.6,2.45,46.0,2.8,1.0,2.0,-44.0,0.0,6.0,b'female'
b'06',b'06',b'06',1.0,36.0,3.2,0.17,69.0,0.08,1.0,4.0,-62.0,0.0,4.0,b'male'
b'07',b'07',b'07',5.0,36.0,3.9,0.6,64.0,0.3,1.0,2.0,-57.0,0.0,6.0,b'female'
b'08',b'07',b'08',1.0,37.0,3.8,0.64,62.0,0.45,1.0,3.0,-55.0,0.0,4.0,b'female'
b'07',b'08',b'08',1.0,37.0,3.7,0.59,56.0,0.75,1.0,3.0,-49.0,0.0,4.0,b'female'
b'08',b'07',b'08',3.0,42.0,3.9,0.61,62.0,0.47,1.0,3.0,-55.0,0.0,3.0,b'female'
b'09',b'10',b'09',5.0,44.0,3.6,1.26,69.0,1.57,1.0,3.0,-62.0,0.0,6.0,b'male'
b'05',b'07',b'05',1.0,40.0,3.7,-0.05,68.0,0.4,1.0,4.0,-66.0,0.0,4.0,b'female'
b'08',b'08',b'08',2.0,31.0,3.5,0.61,66.0,0.7,1.0,3.0,-59.0,0.0,2.0,b'female'
b'02',b'05',b'02',1.0,39.0,3.0,-0.9,53.0,-0.09,1.0,3.0,-46.0,0.0,4.0,b'female'
b'07',b'07',b'07',1.0,41.0,3.8,0.43,69.0,0.41,1.0,4.0,-62.0,0.0,4.0,b'female'
b'01',b'03',b'01',4.0,35.0,3.4,-1.96,65.0,-0.76,1.0,3.0,-58.0,0.0,5.0,b'male'
b'05',b'06',b'05',3.0,42.0,3.2,-0.1,69.0,0.0,1.0,4.0,-62.0,0.0,3.0,b'male'
b'02',b'02',b'02',3.0,38.0,2.2,-0.94,64.0,-0.91,1.0,4.0,-57.0,0.0,3.0,b'male'
b'10',b'09',b'10',1.0,39.5,2.9,1.39,69.0,1.13,1.0,4.0,-62.0,0.0,4.0,b'male'
b'10',b'10',b'10',6.0,28.0,3.1,2.23,66.0,2.18,1.0,3.0,-64.0,0.0,1.0,b'female'
b'03',b'02',b'03',1.0,37.0,3.1,-0.72,69.0,-1.1,1.0,4.0,-62.0,0.0,4.0,b'female'
b'02',b'01',b'03',3.0,37.0,2.5,-0.77,68.0,-1.55,1.0,5.0,-61.0,0.0,3.0,b'male'
b'07',b'05',b'07',5.0,47.0,3.8,0.5,69.0,-0.04,1.0,4.0,-62.0,0.0,6.0,b'male'
b'07',b'08',b'08',3.0,36.0,3.3,0.53,63.0,0.58,1.0,4.0,-56.0,0.0,3.0,b'male'
b'07',b'07',b'07',4.0,42.0,3.8,0.54,64.0,0.38,1.0,2.0,-57.0,0.0,5.0,b'male'
b'06',b'06',b'06',5.0,45.0,3.6,0.25,67.0,0.19,1.0,4.0,-65.0,0.0,6.0,b'female'
b'02',b'02',b'02',3.0,40.0,2.5,-0.93,65.0,-1.04,1.0,3.0,-58.0,0.0,3.0,b'male'
b'03',b'01',b'03',1.0,38.0,2.9,-0.58,67.0,-1.87,1.0,3.0,-61.0,0.0,4.0,b'male'
b'04',b'05',b'04',5.0,44.0,3.8,-0.39,69.0,-0.18,1.0,5.0,-62.0,0.0,6.0,b'male'
b'01',b'01',b'02',2.0,34.0,3.0,-1.27,67.0,-1.48,1.0,3.0,-60.0,0.0,2.0,b'female'
b'08',b'09',b'08',1.0,37.0,4.0,0.79,68.0,0.88,1.0,3.0,-61.0,0.0,4.0,b'female'
b'03',b'04',b'03',5.0,47.0,3.5,-0.6,69.0,-0.37,1.0,4.0,-62.0,0.0,6.0,b'male'
b'05',b'06',b'05',6.0,30.7,1.9,-0.02,66.0,0.03,1.0,4.0,-64.0,0.0,1.0,b'male'
b'04',b'02',b'04',4.0,40.5,3.1,-0.43,66.0,-0.92,1.0,4.0,-59.0,0.0,5.0,b'female'
b'06',b'04',b'06',1.0,41.0,3.9,0.19,68.0,-0.46,1.0,3.0,-61.0,0.0,4.0,b'male'
b'07',b'05',b'08',3.0,40.0,3.5,0.53,69.0,-0.11,1.0,4.0,-67.0,0.0,3.0,b'female'
b'10',b'09',b'10',1.0,41.0,3.4,1.57,68.0,1.01,1.0,3.0,-61.0,0.0,4.0,b'female'
b'01',b'01',b'01',1.0,26.0,3.0,-1.57,69.0,-1.58,1.0,5.0,-67.0,0.0,4.0,b'female'
b'01',b'01',b'01',3.0,31.5,3.3,-1.62,58.0,-1.66,2.0,4.0,-51.0,1.0,3.0,b'female'
b'04',b'01',b'04',1.0,39.0,3.6,-0.31,64.0,-1.77,1.0,3.0,-57.0,0.0,4.0,b'female'
b'07',b'07',b'07',2.0,30.0,3.5,0.3,68.0,0.23,1.0,3.0,-61.0,0.0,2.0,b'female'
b'10',b'10',b'10',3.0,34.0,3.5,1.75,51.0,3.15,1.0,3.0,-44.0,0.0,3.0,b'male'
b'07',b'09',b'08',4.0,44.0,3.7,0.55,69.0,1.02,1.0,4.0,-62.0,0.0,5.0,b'female'
b'02',b'05',b'03',1.0,39.0,3.5,-0.81,56.0,-0.07,1.0,3.0,-49.0,0.0,4.0,b'male'
b'09',b'07',b'09',5.0,48.0,3.5,1.26,70.0,0.37,1.0,3.0,-63.0,0.0,6.0,b'male'
b'05',b'05',b'05',1.0,42.0,3.3,-0.11,68.0,-0.22,1.0,3.0,-61.0,0.0,4.0,b'female'
b'09',b'09',b'09',2.0,32.5,2.8,0.94,68.0,1.12,1.0,3.0,-61.0,0.0,2.0,b'male'
b'06',b'06',b'07',1.0,47.0,3.4,0.32,68.0,0.27,1.0,4.0,-61.0,0.0,4.0,b'male'
b'07',b'10',b'07',4.0,44.0,3.9,0.44,63.0,1.31,1.0,3.0,-56.0,0.0,5.0,b'male'
b'02',b'03',b'02',2.0,34.0,2.5,-0.99,68.0,-0.91,1.0,5.0,-61.0,0.0,2.0,b'male'
b'02',b'02',b'02',1.0,30.0,3.2,-1.03,53.0,-0.99,1.0,3.0,-46.0,0.0,4.0,b'female'
b'06',b'04',b'06',1.0,37.0,3.5,0.23,68.0,-0.53,1.0,1.0,-61.0,0.0,4.0,b'male'
b'03',b'06',b'04',3.0,34.0,3.0,-0.47,69.0,0.01,1.0,2.0,-62.0,0.0,3.0,b'female'
b'01',b'01',b'01',3.0,31.0,3.0,-1.46,49.0,-1.34,2.0,2.0,-42.0,1.0,3.0,b'male'
b'10',b'10',b'10',3.0,38.0,3.2,1.49,56.0,1.7,2.0,2.0,-49.0,1.0,3.0,b'female'
b'03',b'01',b'04',3.0,34.0,3.0,-0.5,69.0,-1.41,1.0,4.0,-62.0,0.0,3.0,b'female'
b'06',b'04',b'06',4.0,41.0,3.6,0.16,62.0,-0.35,1.0,4.0,-55.0,0.0,5.0,b'male'
b'03',b'02',b'03',5.0,36.5,3.3,-0.52,65.0,-0.85,1.0,4.0,-58.0,0.0,6.0,b'female'
b'01',b'02',b'01',5.0,47.0,3.4,-1.29,69.0,-1.06,1.0,3.0,-62.0,0.0,6.0,b'female'
b'06',b'07',b'06',1.0,39.0,3.5,0.19,69.0,0.45,1.0,2.0,-62.0,0.0,4.0,b'female'
b'07',b'05',b'08',3.0,41.0,2.9,0.56,69.0,-0.03,1.0,4.0,-62.0,0.0,3.0,b'male'
b'07',b'08',b'07',3.0,40.0,2.9,0.51,67.0,0.62,1.0,3.0,-60.0,0.0,3.0,b'female'
b'08',b'07',b'08',1.0,38.0,3.9,0.76,58.0,0.46,1.0,4.0,-51.0,0.0,4.0,b'female'
b'05',b'06',b'06',6.0,36.0,2.7,0.11,66.0,0.01,1.0,4.0,-59.0,0.0,1.0,b'female'
b'03',b'04',b'03',1.0,38.0,3.3,-0.54,69.0,-0.44,1.0,3.0,-67.0,0.0,4.0,b'male'
b'08',b'07',b'08',4.0,46.0,3.4,0.73,68.0,0.28,1.0,5.0,-61.0,0.0,5.0,b'male'
b'05',b'05',b'06',3.0,36.0,2.5,0.03,68.0,-0.15,1.0,4.0,-61.0,0.0,3.0,b'male'
b'09',b'09',b'09',3.0,30.5,3.1,0.96,68.0,0.91,1.0,4.0,-61.0,0.0,3.0,b'male'
b'03',b'06',b'03',3.0,39.0,3.4,-0.68,65.0,0.0,1.0,3.0,-58.0,0.0,3.0,b'female'
b'08',b'07',b'08',3.0,34.0,3.2,0.75,67.0,0.47,1.0,3.0,-60.0,0.0,3.0,b'male'
b'10',b'10',b'10',1.0,41.0,3.8,1.6,69.0,1.49,1.0,3.0,-62.0,0.0,4.0,b'female'
b'02',b'05',b'02',4.0,43.0,3.6,-0.99,67.0,-0.1,1.0,4.0,-60.0,0.0,5.0,b'female'
b'01',b'03',b'01',1.0,33.0,3.1,-1.31,68.0,-0.84,1.0,2.0,-61.0,0.0,4.0,b'male'
b'09',b'10',b'09',1.0,39.0,3.3,1.06,69.0,1.32,1.0,4.0,-62.0,0.0,4.0,b'male'
b'03',b'03',b'03',2.0,34.0,2.6,-0.7,68.0,-0.67,1.0,4.0,-61.0,0.0,2.0,b'female'
b'01',b'04',b'01',2.0,28.0,3.1,-1.27,68.0,-0.53,1.0,1.0,-66.0,0.0,2.0,b'female'
b'07',b'07',b'07',4.0,46.0,3.9,0.43,48.0,0.33,1.0,4.0,-41.0,0.0,5.0,b'female'
b'05',b'05',b'05',3.0,37.0,3.4,-0.1,69.0,-0.14,1.0,3.0,-62.0,0.0,3.0,b'female'
b'01',b'02',b'02',3.0,27.0,2.3,-1.26,62.0,-1.27,1.0,3.0,-55.0,0.0,3.0,b'male'
b'06',b'07',b'06',5.0,35.0,3.7,0.17,69.0,0.54,1.0,5.0,-62.0,0.0,6.0,b'male'
b'01',b'01',b'02',4.0,35.0,3.0,-1.23,69.0,-1.41,1.0,4.0,-62.0,0.0,5.0,b'female'
b'07',b'06',b'07',4.0,35.0,3.2,0.35,67.0,0.26,1.0,4.0,-60.0,0.0,5.0,b'male'
b'05',b'03',b'05',3.0,26.5,2.8,-0.12,67.0,-0.67,1.0,5.0,-60.0,0.0,3.0,b'female'
b'04',b'03',b'04',1.0,40.0,2.9,-0.41,69.0,-0.8,1.0,4.0,-62.0,0.0,4.0,b'male'
b'09',b'09',b'09',3.0,39.0,3.3,1.16,69.0,1.25,1.0,4.0,-62.0,0.0,3.0,b'female'
b'01',b'01',b'01',1.0,28.0,3.1,-1.82,54.0,-2.27,2.0,3.0,-47.0,1.0,4.0,b'male'
b'01',b'01',b'01',6.0,22.5,2.9,-1.28,59.0,-1.44,1.0,3.0,-57.0,0.0,1.0,b'male'
b'07',b'02',b'07',4.0,34.0,3.3,0.33,69.0,-1.01,1.0,4.0,-62.0,0.0,5.0,b'male'
b'07',b'04',b'07',1.0,39.0,3.9,0.54,68.0,-0.49,1.0,3.0,-61.0,0.0,4.0,b'male'
b'09',b'07',b'09',4.0,44.0,3.8,0.89,69.0,0.29,1.0,4.0,-62.0,0.0,5.0,b'male'
b'03',b'03',b'04',3.0,33.0,3.5,-0.48,69.0,-0.76,1.0,3.0,-62.0,0.0,3.0,b'female'
b'01',b'01',b'01',4.0,38.0,2.8,-1.84,69.0,-1.33,1.0,2.0,-62.0,0.0,5.0,b'female'
b'08',b'09',b'08',4.0,39.0,3.6,0.75,67.0,0.91,1.0,3.0,-60.0,0.0,5.0,b'male'
b'10',b'10',b'10',3.0,48.0,3.2,1.55,63.0,1.67,1.0,4.0,-56.0,0.0,3.0,b'female'
b'04',b'02',b'04',1.0,38.0,2.8,-0.4,68.0,-1.11,1.0,3.0,-61.0,0.0,4.0,b'male'
b'04',b'04',b'05',5.0,46.0,3.0,-0.21,66.0,-0.46,1.0,4.0,-59.0,0.0,6.0,b'male'
b'06',b'05',b'06',1.0,40.0,3.1,0.19,55.0,-0.11,1.0,3.0,-48.0,0.0,4.0,b'female'
b'10',b'10',b'10',4.0,39.0,3.3,1.41,69.0,1.97,1.0,5.0,-62.0,0.0,5.0,b'female'
b'08',b'08',b'08',1.0,41.0,3.6,0.79,68.0,0.77,1.0,4.0,-61.0,0.0,4.0,b'female'
b'03',b'05',b'03',4.0,43.0,3.9,-0.57,69.0,-0.04,1.0,2.0,-62.0,0.0,5.0,b'female'
b'06',b'06',b'06',1.0,36.0,3.3,0.29,67.0,0.03,1.0,3.0,-60.0,0.0,4.0,b'male'
b'07',b'06',b'07',3.0,33.0,2.8,0.44,62.0,0.03,2.0,5.0,-55.0,1.0,3.0,b'female'
b'09',b'07',b'09',2.0,31.0,2.8,1.1,69.0,0.47,1.0,3.0,-67.0,0.0,2.0,b'male'
b'06',b'08',b'06',1.0,45.0,3.5,0.23,67.0,0.62,1.0,4.0,-60.0,0.0,4.0,b'male'
b'08',b'09',b'08',5.0,43.0,3.6,0.93,68.0,0.87,1.0,5.0,-61.0,0.0,6.0,b'male'
b'08',b'09',b'08',5.0,41.0,3.7,0.9,69.0,1.1,1.0,4.0,-62.0,0.0,6.0,b'male'
b'04',b'04',b'04',4.0,41.0,3.6,-0.43,68.0,-0.39,1.0,3.0,-61.0,0.0,5.0,b'female'
b'06',b'06',b'06',4.0,47.0,3.8,0.09,69.0,0.22,1.0,4.0,-62.0,0.0,5.0,b'male'
b'04',b'05',b'05',2.0,29.0,3.0,-0.28,69.0,-0.06,1.0,4.0,-62.0,0.0,2.0,b'male'
b'08',b'08',b'08',1.0,37.0,3.6,0.81,69.0,0.74,1.0,3.0,-62.0,0.0,4.0,b'male'
b'10',b'10',b'10',6.0,34.0,2.7,1.59,68.0,2.37,1.0,2.0,-61.0,0.0,1.0,b'female'
b'04',b'06',b'04',5.0,42.0,3.7,-0.35,69.0,0.11,1.0,4.0,-62.0,0.0,6.0,b'male'
b'06',b'03',b'07',1.0,37.0,3.6,0.29,64.0,-0.63,1.0,4.0,-62.0,0.0,4.0,b'male'
b'09',b'06',b'09',1.0,39.0,3.4,1.0,69.0,0.19,1.0,4.0,-62.0,0.0,4.0,b'female'
b'01',b'01',b'01',3.0,31.0,2.5,-1.5,67.0,-2.11,2.0,2.0,-65.0,1.0,3.0,b'female'
b'08',b'08',b'08',1.0,38.0,3.2,0.66,68.0,0.59,1.0,4.0,-61.0,0.0,4.0,b'male'
b'10',b'09',b'10',3.0,36.0,3.5,1.54,65.0,1.22,1.0,4.0,-58.0,0.0,3.0,b'female'
b'01',b'01',b'01',3.0,32.0,3.2,-1.48,69.0,-1.65,1.0,4.0,-62.0,0.0,3.0,b'female'
b'04',b'03',b'05',3.0,34.5,3.0,-0.2,68.0,-0.63,1.0,3.0,-61.0,0.0,3.0,b'female'
b'09',b'08',b'10',3.0,34.0,3.0,1.28,69.0,0.76,1.0,4.0,-62.0,0.0,3.0,b'male'
b'10',b'10',b'10',4.0,44.0,3.5,2.65,67.0,1.73,1.0,4.0,-60.0,0.0,5.0,b'male'
b'01',b'02',b'01',1.0,30.0,3.2,-1.38,68.0,-1.32,1.0,3.0,-61.0,0.0,4.0,b'female'
b'01',b'01',b'01',3.0,30.5,3.5,-1.99,69.0,-2.17,1.0,4.0,-62.0,0.0,3.0,b'male'
b'07',b'09',b'08',1.0,45.0,2.3,0.59,59.0,0.92,2.0,3.0,-52.0,1.0,4.0,b'male'
b'09',b'09',b'09',5.0,42.0,3.7,1.1,69.0,0.93,1.0,3.0,-62.0,0.0,6.0,b'male'
b'01',b'04',b'01',3.0,38.0,2.9,-1.51,69.0,-0.31,1.0,4.0,-62.0,0.0,3.0,b'female'
b'10',b'10',b'10',1.0,39.0,4.0,1.59,70.0,1.55,1.0,2.0,-63.0,0.0,4.0,b'male'
b'10',b'10',b'10',1.0,40.0,3.5,2.17,55.0,2.27,1.0,3.0,-48.0,0.0,4.0,b'male'
b'10',b'10',b'10',4.0,35.0,4.0,1.9,68.0,1.74,1.0,4.0,-61.0,0.0,5.0,b'female'
b'07',b'09',b'07',4.0,48.0,3.5,0.4,69.0,0.87,1.0,4.0,-62.0,0.0,5.0,b'female'
b'05',b'05',b'06',4.0,35.0,3.3,0.01,64.0,-0.15,2.0,4.0,-62.0,1.0,5.0,b'female'
b'07',b'05',b'07',4.0,41.0,3.6,0.33,69.0,-0.18,1.0,3.0,-62.0,0.0,5.0,b'male'
b'09',b'10',b'09',3.0,42.0,3.1,1.18,57.0,1.74,1.0,4.0,-50.0,0.0,3.0,b'male'
b'05',b'09',b'05',4.0,30.5,2.7,-0.17,63.0,1.22,2.0,3.0,-61.0,1.0,5.0,b'male'
b'04',b'04',b'05',4.0,36.0,3.2,-0.21,69.0,-0.4,1.0,4.0,-62.0,0.0,5.0,b'male'
b'03',b'03',b'03',1.0,37.0,3.3,-0.56,69.0,-0.64,1.0,4.0,-62.0,0.0,4.0,b'male'
b'10',b'09',b'10',5.0,36.0,3.6,1.47,69.0,1.19,1.0,4.0,-62.0,0.0,6.0,b'female'
b'05',b'06',b'05',1.0,41.0,3.8,-0.08,70.0,0.05,1.0,1.0,-63.0,0.0,4.0,b'female'
b'07',b'09',b'07',1.0,40.0,3.6,0.41,52.0,1.24,2.0,3.0,-50.0,1.0,4.0,b'male'
b'02',b'05',b'02',3.0,34.0,3.2,-0.92,68.0,-0.26,1.0,4.0,-61.0,0.0,3.0,b'female'
b'01',b'01',b'01',4.0,31.0,2.6,-1.26,66.0,-1.87,1.0,5.0,-59.0,0.0,5.0,b'male'
b'05',b'03',b'06',1.0,39.0,3.2,0.08,69.0,-0.59,1.0,3.0,-62.0,0.0,4.0,b'male'
b'06',b'06',b'06',1.0,39.0,3.2,0.27,69.0,0.28,1.0,2.0,-62.0,0.0,4.0,b'female'
b'08',b'09',b'08',3.0,29.0,3.3,0.58,68.0,0.97,1.0,3.0,-61.0,0.0,3.0,b'male'
b'10',b'10',b'10',1.0,41.0,4.0,2.02,69.0,2.03,1.0,4.0,-62.0,0.0,4.0,b'male'
b'07',b'06',b'07',1.0,35.0,3.0,0.38,69.0,0.22,2.0,4.0,-62.0,1.0,4.0,b'female'
b'06',b'05',b'06',5.0,40.0,3.3,0.13,68.0,-0.12,1.0,3.0,-61.0,0.0,6.0,b'female'
b'06',b'03',b'06',3.0,37.0,3.3,0.11,69.0,-0.65,1.0,3.0,-62.0,0.0,3.0,b'female'
b'04',b'05',b'04',1.0,42.0,3.0,-0.4,67.0,-0.12,1.0,4.0,-60.0,0.0,4.0,b'male'
b'08',b'08',b'08',4.0,38.0,4.0,0.61,69.0,0.82,1.0,4.0,-62.0,0.0,5.0,b'female'
b'06',b'05',b'06',6.0,37.0,2.9,0.17,54.0,-0.29,1.0,5.0,-47.0,0.0,1.0,b'male'
b'10',b'10',b'10',1.0,37.0,3.8,1.6,67.0,1.59,1.0,4.0,-60.0,0.0,4.0,b'female'
b'03',b'04',b'03',2.0,29.0,3.1,-0.58,54.0,-0.55,1.0,3.0,-47.0,0.0,2.0,b'male'
b'01',b'03',b'01',1.0,30.0,2.7,-2.29,66.0,-0.79,1.0,3.0,-59.0,0.0,4.0,b'female'
b'03',b'04',b'04',5.0,37.0,3.2,-0.47,68.0,-0.3,1.0,5.0,-61.0,0.0,6.0,b'female'
b'04',b'04',b'04',3.0,41.0,2.8,-0.42,69.0,-0.53,1.0,4.0,-62.0,0.0,3.0,b'female'
b'09',b'08',b'10',3.0,36.0,2.6,1.26,68.0,0.64,1.0,3.0,-61.0,0.0,3.0,b'male'
b'10',b'10',b'10',4.0,40.0,3.6,1.81,66.0,2.23,1.0,4.0,-59.0,0.0,5.0,b'female'
b'04',b'01',b'04',4.0,47.0,3.0,-0.43,69.0,-1.3,1.0,4.0,-62.0,0.0,5.0,b'male'
b'10',b'08',b'10',5.0,44.0,2.4,1.65,57.0,0.64,1.0,4.0,-50.0,0.0,6.0,b'male'
b'10',b'10',b'10',4.0,36.0,3.9,1.9,69.0,2.09,1.0,3.0,-62.0,0.0,5.0,b'female'
b'09',b'09',b'09',1.0,32.0,3.7,1.06,60.0,0.95,2.0,2.0,-58.0,1.0,4.0,b'female'
b'03',b'04',b'04',4.0,33.0,3.1,-0.46,68.0,-0.49,1.0,4.0,-61.0,0.0,5.0,b'female'
b'08',b'08',b'08',3.0,37.0,3.1,0.62,68.0,0.56,1.0,3.0,-61.0,0.0,3.0,b'female'
b'06',b'07',b'06',1.0,44.0,3.9,0.19,69.0,0.29,1.0,3.0,-62.0,0.0,4.0,b'male'
b'08',b'08',b'08',3.0,38.0,3.7,0.81,68.0,0.71,1.0,3.0,-61.0,0.0,3.0,b'female'
b'06',b'05',b'06',4.0,39.0,3.5,0.1,58.0,-0.06,1.0,3.0,-51.0,0.0,5.0,b'female'
b'07',b'03',b'07',3.0,35.3,2.6,0.47,68.0,-0.8,1.0,4.0,-61.0,0.0,3.0,b'male'
b'02',b'01',b'02',5.0,42.0,3.4,-0.9,66.0,-1.46,1.0,3.0,-64.0,0.0,6.0,b'male'
b'10',b'10',b'10',4.0,39.0,2.9,2.01,68.0,1.87,1.0,3.0,-61.0,0.0,5.0,b'male'
b'02',b'02',b'02',3.0,37.0,3.1,-1.11,57.0,-1.03,1.0,4.0,-50.0,0.0,3.0,b'male'
b'04',b'02',b'04',3.0,33.0,2.5,-0.32,65.0,-1.27,1.0,4.0,-58.0,0.0,3.0,b'male'
b'01',b'01',b'01',3.0,33.0,2.5,-1.4,69.0,-1.63,1.0,4.0,-67.0,0.0,3.0,b'male'
b'07',b'07',b'07',4.0,41.0,3.0,0.49,69.0,0.38,1.0,4.0,-62.0,0.0,5.0,b'female'
b'10',b'10',b'10',1.0,43.0,3.4,2.28,67.0,1.89,1.0,3.0,-60.0,0.0,4.0,b'female'
b'08',b'09',b'08',3.0,38.0,3.6,0.81,68.0,0.99,1.0,4.0,-66.0,0.0,3.0,b'female'
b'06',b'05',b'06',1.0,41.0,3.1,0.16,56.0,-0.02,1.0,3.0,-54.0,0.0,4.0,b'female'
b'03',b'03',b'03',1.0,33.0,3.4,-0.53,40.0,-0.88,2.0,3.0,-38.0,1.0,4.0,b'male'
b'01',b'02',b'01',1.0,37.0,2.9,-1.45,69.0,-1.11,1.0,4.0,-62.0,0.0,4.0,b'female'
b'09',b'10',b'09',1.0,35.0,3.8,1.14,68.0,1.44,1.0,4.0,-61.0,0.0,4.0,b'male'
b'10',b'10',b'10',3.0,40.5,3.2,2.09,68.0,2.36,1.0,4.0,-61.0,0.0,3.0,b'male'
b'09',b'09',b'09',1.0,48.0,3.2,1.06,54.0,0.99,1.0,2.0,-47.0,0.0,4.0,b'female'
b'03',b'02',b'03',4.0,32.0,2.9,-0.68,69.0,-0.88,1.0,2.0,-62.0,0.0,5.0,b'female'
b'07',b'06',b'07',3.0,35.0,3.0,0.45,68.0,0.09,1.0,3.0,-66.0,0.0,3.0,b'male'
b'09',b'09',b'09',4.0,45.0,3.1,1.24,65.0,0.87,1.0,4.0,-58.0,0.0,5.0,b'male'
b'09',b'08',b'09',3.0,41.0,3.0,1.01,68.0,0.66,1.0,3.0,-61.0,0.0,3.0,b'female'
b'06',b'06',b'06',1.0,39.0,3.3,0.12,69.0,0.16,1.0,4.0,-62.0,0.0,4.0,b'male'
b'02',b'03',b'03',3.0,40.0,3.7,-0.75,66.0,-0.73,1.0,3.0,-59.0,0.0,3.0,b'female'
b'04',b'03',b'04',2.0,35.5,3.1,-0.37,67.0,-0.76,1.0,4.0,-60.0,0.0,2.0,b'male'
b'01',b'01',b'01',5.0,41.0,3.6,-1.86,66.0,-1.76,1.0,5.0,-59.0,0.0,6.0,b'male'
b'04',b'06',b'05',3.0,36.0,3.3,-0.17,67.0,0.19,1.0,4.0,-60.0,0.0,3.0,b'male'
b'06',b'06',b'06',3.0,34.0,2.8,0.1,64.0,0.13,1.0,3.0,-57.0,0.0,3.0,b'male'
