workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,race
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,60,United-States,White
Private,HS-grad,9,Never-married,Sales,Unmarried,0,0,30,Haiti,Black
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,Black
Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,0,0,40,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,7298,0,40,United-States,White
State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,7298,0,40,United-States,White
Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,0,0,20,United-States,White
State-gov,Some-college,10,Never-married,Protective-serv,Own-child,0,0,40,United-States,Black
Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,0,0,42,United-States,White
Private,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,0,0,25,Iran,White
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,0,0,25,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,0,0,30,United-States,White
Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Private,11th,7,Widowed,Other-service,Unmarried,0,0,40,United-States,Other
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,35,United-States,White
Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,0,0,40,Portugal,White
Private,10th,6,Married-civ-spouse,Other-service,Wife,0,0,24,United-States,White
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,0,0,45,United-States,White
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,1564,45,United-States,White
Private,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,0,0,55,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,45,United-States,White
Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,0,0,15,United-States,White
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,45,United-States,White
Private,HS-grad,9,Divorced,Sales,Unmarried,0,0,40,United-States,White
Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,0,0,15,United-States,White
Private,11th,7,Never-married,Other-service,Own-child,0,0,10,United-States,White
State-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,38,United-States,White
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Black
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,Black
Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,10,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,0,0,40,United-States,White
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,40,United-States,White
Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,0,0,30,United-States,White
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,50,United-States,White
Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,0,0,40,United-States,White
Private,5th-6th,3,Divorced,Craft-repair,Not-in-family,0,2339,45,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,Some-college,10,Divorced,Sales,Not-in-family,0,0,40,United-States,White
Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Wife,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,25,United-States,White
Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,0,2415,6,United-States,White
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,16,United-States,White
Private,HS-grad,9,Never-married,Other-service,Other-relative,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,0,0,50,United-States,White
Self-emp-not-inc,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,35,United-States,White
Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,White
Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,White
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,White
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,White
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,40,United-States,White
State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,White
Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,0,0,64,United-States,White
Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,0,2179,40,Puerto-Rico,Other
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,1977,65,United-States,White
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,25,United-States,White
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,White
Local-gov,Some-college,10,Divorced,Other-service,Not-in-family,0,0,24,United-States,Black
Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,0,0,40,United-States,Black
Private,Some-college,10,Divorced,Exec-managerial,Unmarried,0,0,40,United-States,White
Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,15024,0,60,United-States,White
State-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Private,12th,8,Divorced,Craft-repair,Not-in-family,0,0,50,United-States,White
Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Mexico,White
Private,11th,7,Never-married,Other-service,Own-child,0,0,19,United-States,White
Local-gov,11th,7,Separated,Machine-op-inspct,Not-in-family,0,0,40,United-States,Black
State-gov,HS-grad,9,Divorced,Transport-moving,Unmarried,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,30,United-States,White
Private,11th,7,Never-married,Handlers-cleaners,Own-child,2176,0,18,United-States,White
State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,0,0,40,United-States,White
Private,10th,6,Never-married,Craft-repair,Unmarried,0,0,35,United-States,White
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,White
Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,0,1408,40,United-States,White
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,0,72,Dominican-Republic,White
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,2174,0,40,United-States,White
Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,0,0,25,United-States,White
Private,Some-college,10,Never-married,Craft-repair,Own-child,0,1980,40,Philippines,Asian-Pac-Islander
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,White
Local-gov,HS-grad,9,Never-married,Farming-fishing,Not-in-family,594,0,60,United-States,Black
Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,28,United-States,White
Federal-gov,HS-grad,9,Never-married,Armed-Forces,Own-child,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,9th,5,Never-married,Craft-repair,Other-relative,0,0,40,Mexico,White
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,35,United-States,White
Private,HS-grad,9,Widowed,Exec-managerial,Unmarried,0,0,40,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Amer-Indian-Eskimo
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,Black
Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,55,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,0,0,40,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Asian-Pac-Islander
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,White
Private,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,0,0,40,United-States,White
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Black
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,White
Private,1st-4th,2,Married-spouse-absent,Craft-repair,Unmarried,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Tech-support,Not-in-family,0,0,20,United-States,White
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,60,United-States,White
Private,HS-grad,9,Divorced,Transport-moving,Unmarried,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,White
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,1977,45,United-States,White
Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,0,0,16,United-States,White
Private,Some-college,10,Never-married,Prof-specialty,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,60,United-States,White
Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,0,0,24,United-States,White
Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,White
Private,9th,5,Never-married,Other-service,Not-in-family,0,0,6,United-States,White
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,30,United-States,White
Private,10th,6,Never-married,Other-service,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Unmarried,0,0,35,United-States,White
Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,0,45,Portugal,White
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,20,United-States,White
State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,20,United-States,White
Private,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,0,0,40,United-States,White
Private,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,0,0,20,United-States,Black
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,45,United-States,White
Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,15024,0,60,United-States,White
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,35,United-States,White
Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,0,0,60,United-States,White
Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,0,0,25,United-States,White
Private,Bachelors,13,Never-married,Craft-repair,Own-child,0,0,20,United-States,White
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,36,United-States,White
Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,White
Private,5th-6th,3,Never-married,Other-service,Own-child,0,0,40,El-Salvador,White
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,35,United-States,White
Local-gov,HS-grad,9,Never-married,Farming-fishing,Not-in-family,0,0,40,Poland,White
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Private,Some-college,10,Divorced,Other-service,Unmarried,0,0,42,France,White
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,Black
Private,Some-college,10,Never-married,Protective-serv,Own-child,0,0,8,United-States,White
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Local-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,0,0,40,United-States,Black
Private,HS-grad,9,Divorced,Other-service,Unmarried,0,0,40,United-States,White
Private,Assoc-voc,11,Married-spouse-absent,Handlers-cleaners,Unmarried,0,1380,42,United-States,White
Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,0,0,45,United-States,White
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,White
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,45,United-States,White
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,20,United-States,Amer-Indian-Eskimo
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,White
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,15024,0,80,United-States,White
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,7688,0,50,United-States,White
Local-gov,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,0,0,50,United-States,Black
Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,0,0,45,United-States,White
Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,0,0,58,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Wife,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,9,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,White
Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,11th,7,Divorced,Machine-op-inspct,Unmarried,0,0,46,Puerto-Rico,Other
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,Black
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,0,0,50,United-States,White
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,20051,0,48,United-States,White
Local-gov,12th,8,Married-civ-spouse,Tech-support,Husband,0,0,50,United-States,White
Private,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,0,0,30,United-States,Black
Private,Assoc-voc,11,Separated,Craft-repair,Not-in-family,0,0,40,United-States,White
Self-emp-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,0,0,45,United-States,White
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,White
Private,Doctorate,16,Never-married,Prof-specialty,Own-child,0,0,40,United-States,White
Private,Some-college,10,Never-married,Handlers-cleaners,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,50,United-States,White
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,0,45,United-States,White
Private,10th,6,Married-civ-spouse,Other-service,Wife,0,0,8,United-States,White
