workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,age
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,7298,0,40,United-States,38
State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,7298,0,40,United-States,36
Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,0,0,20,United-States,33
State-gov,Some-college,10,Never-married,Protective-serv,Own-child,0,0,40,United-States,22
Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,0,0,42,United-States,43
Private,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,0,0,25,Iran,56
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,0,0,25,United-States,31
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,33
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,26
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,33
Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,0,0,30,United-States,46
Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,38
Private,11th,7,Widowed,Other-service,Unmarried,0,0,40,United-States,65
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,40
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,35,United-States,42
Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,0,0,40,Portugal,26
Private,10th,6,Married-civ-spouse,Other-service,Wife,0,0,24,United-States,36
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,62
Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,0,0,45,United-States,43
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,1564,45,United-States,43
Private,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,0,0,55,United-States,22
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,28
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,45,United-States,56
Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,0,0,15,United-States,22
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,45,United-States,57
Private,HS-grad,9,Divorced,Sales,Unmarried,0,0,40,United-States,39
Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,0,0,15,United-States,26
Private,11th,7,Never-married,Other-service,Own-child,0,0,10,United-States,17
State-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,38,United-States,40
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,45
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,44
Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,10,United-States,20
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,0,0,40,United-States,33
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,40,United-States,23
Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,0,0,30,United-States,46
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,50,United-States,38
Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,0,0,40,United-States,54
Private,5th-6th,3,Divorced,Craft-repair,Not-in-family,0,2339,45,United-States,46
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,25
Private,Some-college,10,Divorced,Sales,Not-in-family,0,0,40,United-States,46
Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Wife,0,0,40,United-States,36
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,25,United-States,23
Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,0,0,40,United-States,29
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,0,2415,6,United-States,44
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,16,United-States,19
Private,HS-grad,9,Never-married,Other-service,Other-relative,0,0,40,United-States,19
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,0,40,United-States,35
Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,0,0,50,United-States,27
Self-emp-not-inc,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,0,0,40,United-States,46
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,35,United-States,34
Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,44
Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,0,0,40,United-States,45
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,25
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,52
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,20
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,40,United-States,28
State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,50
Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,0,0,64,United-States,34
Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,0,2179,40,Puerto-Rico,28
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,1977,65,United-States,41
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,28
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,25,United-States,46
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,32
Local-gov,Some-college,10,Divorced,Other-service,Not-in-family,0,0,24,United-States,41
Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,0,0,40,United-States,24
Private,Some-college,10,Divorced,Exec-managerial,Unmarried,0,0,40,United-States,33
Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,15024,0,60,United-States,46
State-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,31
Private,12th,8,Divorced,Craft-repair,Not-in-family,0,0,50,United-States,35
Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Mexico,52
Private,11th,7,Never-married,Other-service,Own-child,0,0,19,United-States,30
Local-gov,11th,7,Separated,Machine-op-inspct,Not-in-family,0,0,40,United-States,34
State-gov,HS-grad,9,Divorced,Transport-moving,Unmarried,0,0,40,United-States,34
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,30,United-States,20
Private,11th,7,Never-married,Handlers-cleaners,Own-child,2176,0,18,United-States,17
State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,32
Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,0,0,40,United-States,29
Private,10th,6,Never-married,Craft-repair,Unmarried,0,0,35,United-States,33
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,25
Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,0,1408,40,United-States,36
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,0,72,Dominican-Republic,23
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,63
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,47
Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,2174,0,40,United-States,40
Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,0,0,25,United-States,30
Private,Some-college,10,Never-married,Craft-repair,Own-child,0,1980,40,Philippines,27
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,33
Local-gov,HS-grad,9,Never-married,Farming-fishing,Not-in-family,594,0,60,United-States,34
Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,0,0,40,United-States,34
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,23
Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,42
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,29
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,28,United-States,45
Federal-gov,HS-grad,9,Never-married,Armed-Forces,Own-child,0,0,40,United-States,24
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,44
Private,9th,5,Never-married,Craft-repair,Other-relative,0,0,40,Mexico,27
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,35,United-States,20
Private,HS-grad,9,Widowed,Exec-managerial,Unmarried,0,0,40,United-States,44
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,51
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,20
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,19
Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,55,United-States,45
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,60
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,0,0,40,United-States,44
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,40
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,30
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,38
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,23
Private,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,0,0,40,United-States,44
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,54
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,32
Private,1st-4th,2,Married-spouse-absent,Craft-repair,Unmarried,0,0,40,United-States,50
Private,Bachelors,13,Never-married,Tech-support,Not-in-family,0,0,20,United-States,24
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,60,United-States,37
Private,HS-grad,9,Divorced,Transport-moving,Unmarried,0,0,40,United-States,52
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,38
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,1977,45,United-States,49
Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,0,0,16,United-States,30
Private,Some-college,10,Never-married,Prof-specialty,Unmarried,0,0,40,United-States,60
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,35
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,60,United-States,30
Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,0,0,24,United-States,67
Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,46
Private,9th,5,Never-married,Other-service,Not-in-family,0,0,6,United-States,17
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,30,United-States,22
Private,10th,6,Never-married,Other-service,Not-in-family,0,0,40,United-States,27
Private,HS-grad,9,Never-married,Other-service,Unmarried,0,0,35,United-States,23
Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,0,45,Portugal,33
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,20,United-States,43
State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,20,United-States,28
Private,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,0,0,40,United-States,41
Private,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,0,0,20,United-States,25
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,45,United-States,59
Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,0,0,40,United-States,45
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,15024,0,60,United-States,38
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,35,United-States,40
Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,46
Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,0,0,60,United-States,35
Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,0,0,25,United-States,34
Private,Bachelors,13,Never-married,Craft-repair,Own-child,0,0,20,United-States,33
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,36,United-States,41
Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,20
Private,5th-6th,3,Never-married,Other-service,Own-child,0,0,40,El-Salvador,23
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,35,United-States,26
Local-gov,HS-grad,9,Never-married,Farming-fishing,Not-in-family,0,0,40,Poland,23
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,62
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,52
Private,Some-college,10,Divorced,Other-service,Unmarried,0,0,42,France,58
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,40,United-States,25
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,24
Private,Some-college,10,Never-married,Protective-serv,Own-child,0,0,8,United-States,19
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,43
Local-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,0,0,40,United-States,47
Private,HS-grad,9,Divorced,Other-service,Unmarried,0,0,40,United-States,39
Private,Assoc-voc,11,Married-spouse-absent,Handlers-cleaners,Unmarried,0,1380,42,United-States,49
Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,0,0,45,United-States,32
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,34
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,45,United-States,28
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,20,United-States,25
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,34
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,15024,0,80,United-States,38
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,7688,0,50,United-States,50
Local-gov,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,0,0,50,United-States,24
Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,0,0,45,United-States,37
Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,0,0,58,United-States,44
Private,Some-college,10,Married-civ-spouse,Sales,Wife,0,0,40,United-States,28
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,42
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,9,United-States,74
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,38
Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,44
Private,11th,7,Divorced,Machine-op-inspct,Unmarried,0,0,46,Puerto-Rico,44
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,26
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,36
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,0,0,50,United-States,41
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,20051,0,48,United-States,67
Local-gov,12th,8,Married-civ-spouse,Tech-support,Husband,0,0,50,United-States,39
Private,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,0,0,30,United-States,57
Private,Assoc-voc,11,Separated,Craft-repair,Not-in-family,0,0,40,United-States,29
Self-emp-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,0,0,45,United-States,31
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,44
Private,Doctorate,16,Never-married,Prof-specialty,Own-child,0,0,40,United-States,29
Private,Some-college,10,Never-married,Handlers-cleaners,Unmarried,0,0,40,United-States,30
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,40,United-States,27
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,50,United-States,27
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,0,45,United-States,32
Private,10th,6,Married-civ-spouse,Other-service,Wife,0,0,8,United-States,58
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,35
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,36,United-States,21
Private,Some-college,10,Never-married,Craft-repair,Unmarried,0,0,40,United-States,28
Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,0,50,United-States,46
Self-emp-not-inc,HS-grad,9,Separated,Other-service,Unmarried,0,0,40,United-States,36
Private,11th,7,Widowed,Adm-clerical,Unmarried,0,0,40,United-States,72
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,0,0,40,United-States,35
Federal-gov,Assoc-voc,11,Divorced,Craft-repair,Unmarried,0,0,40,United-States,33
Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,69
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,35
Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,0,0,32,United-States,34
Private,11th,7,Married-civ-spouse,Other-service,Husband,0,0,40,Mexico,30
Private,Bachelors,13,Never-married,Transport-moving,Not-in-family,0,0,55,United-States,28
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,35,United-States,54
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,47
Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,0,0,40,United-States,24
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,52
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,48,United-States,20
Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,5013,0,45,United-States,43
Private,7th-8th,4,Separated,Other-service,Unmarried,0,0,40,Mexico,45
